X,Y,Z
-115.0,-15.0,0.0314064177755061
-115.0,-14.0,0.049246666743958
-115.0,-13.0,0.04845927059438567
-115.0,-12.0,0.015731332940366837
-115.0,-11.0,-0.041018407925496284
-115.0,-10.0,-0.07325131126738746
-115.0,-9.0,-0.07735670572125285
-115.0,-8.0,-0.052324525431543534
-115.0,-7.0,0.002785667100886488
-115.0,-6.0,0.04640296026199073
-115.0,-5.0,0.05274277325541083
-115.0,-4.0,0.03658409670091612
-115.0,-3.0,0.012705921218275875
-115.0,-2.0,-0.004261435823940998
-115.0,-1.0,-0.007792910565236811
-115.0,0.0,-0.0034790296352518327
-115.0,1.0,0.002098087612954675
-115.0,2.0,0.0023563218263234487
-115.0,3.0,-0.0016956480242369773
-115.0,4.0,0.006779820458088161
-115.0,5.0,0.018084704435218424
-115.0,6.0,0.02027101090046982
-115.0,7.0,0.0013907468471578792
-115.0,8.0,-0.022850816304737936
-115.0,9.0,-0.028450291193925337
-115.0,10.0,-0.02177185432401488
-115.0,11.0,-0.00922821907650229
-115.0,12.0,0.002788823350349955
-115.0,13.0,0.010073396855769665
-115.0,14.0,0.012490722330255976
-115.0,15.0,0.01035032553692466
-115.0,16.0,0.003961732238891499
-115.0,17.0,-0.004639885398191346
-115.0,18.0,-0.008157540924505989
-115.0,19.0,-0.007397423319213401
-115.0,20.0,-0.004202283689544691
-115.0,21.0,-0.0004148731427309574
-115.0,22.0,0.002038188151365757
-115.0,23.0,0.0026459528029682943
-115.0,24.0,0.0020497825145531327
-115.0,25.0,0.0008988992558536582
-115.0,26.0,-0.00015729750619961405
-115.0,27.0,-0.0006583760599949013
-115.0,28.0,-0.0006963258633074522
-115.0,29.0,-0.0004596885691605504
-115.0,30.0,-0.00013700583057748032
-115.0,31.0,9.033422154656483e-05
-115.0,32.0,0.0001676657981745036
-115.0,33.0,0.00014476482747450368
-115.0,34.0,7.410139134694007e-05
-115.0,35.0,8.145571692187616e-06
-115.0,36.0,-1.9103742722055445e-05
-115.0,37.0,-2.585182893749974e-05
-115.0,38.0,-2.0041741521697998e-05
-115.0,39.0,-8.81592739886875e-06
-115.0,40.0,6.85020421126897e-07
-115.0,41.0,3.635279910010805e-06
-115.0,42.0,2.04185174893885e-06
-115.0,43.0,-8.336440930127272e-07
-115.0,44.0,-1.7295876467676797e-06
-115.0,45.0,1.6565373473229144e-06
-115.0,46.0,3.393466667608939e-06
-115.0,47.0,2.8616132283074865e-06
-115.0,48.0,1.3422987432509156e-06
-115.0,49.0,1.168449262715894e-07
-115.0,50.0,-7.137748989457273e-08
-115.0,51.0,-8.072593163411178e-08
-115.0,52.0,-3.4916018436381493e-08
-115.0,53.0,1.0216164062692495e-08
-115.0,54.0,-1.1653353873070655e-09
-115.0,55.0,-9.985563889957967e-08
-115.0,56.0,-2.217872935007785e-07
-115.0,57.0,-2.80433971108828e-07
-115.0,58.0,-1.892693436416526e-07
-115.0,59.0,1.0733131979229424e-07
-115.0,60.0,2.7667319236854005e-07
-115.0,61.0,2.677503553549554e-07
-115.0,62.0,1.605122148753496e-07
-115.0,63.0,3.4908177053531706e-08
-115.0,64.0,-3.946244291190101e-08
-115.0,65.0,-6.325250030152735e-08
-115.0,66.0,-5.400766439841897e-08
-115.0,67.0,-2.7946972488930287e-08
-115.0,68.0,-1.2894618594157349e-09
-115.0,69.0,1.2684831332335575e-08
-115.0,70.0,1.4768695426045942e-08
-115.0,71.0,9.962060468678382e-09
-115.0,72.0,3.265612833424992e-09
-115.0,73.0,-4.901135701059395e-10
-115.0,74.0,-1.6014974953227638e-09
-115.0,75.0,-1.628175394723792e-09
-115.0,76.0,-1.0311800469279277e-09
-115.0,77.0,-2.71544230554077e-10
-115.0,78.0,2.0876300381420393e-10
-115.0,79.0,2.995705398119103e-10
-115.0,80.0,1.7197227917803533e-10
-115.0,81.0,5.9412155911414884e-12
-115.0,82.0,-1.854965727020877e-11
-115.0,83.0,9.13635401825837e-11
-115.0,84.0,1.1541367124189118e-10
-115.0,85.0,8.414027471044255e-11
-115.0,86.0,3.2788091814832765e-11
-115.0,87.0,-3.754816849243449e-12
-115.0,88.0,-1.662198860062546e-11
-115.0,89.0,-1.652279049987934e-11
-115.0,90.0,-9.631195797768123e-12
-115.0,91.0,-2.121177745054803e-12
-115.0,92.0,7.956724299060524e-14
-115.0,93.0,-3.5859154540257317e-12
-115.0,94.0,-8.535228414011141e-12
-115.0,95.0,-9.986589503813193e-12
-115.0,96.0,-3.1582165902794544e-12
-115.0,97.0,8.896281058522655e-12
-115.0,98.0,1.2503765538429042e-11
-115.0,99.0,1.010899074439302e-11
-115.0,100.0,4.799043081679477e-12
-115.0,101.0,-3.3896581035554777e-13
-115.0,102.0,-2.977301031919664e-12
-115.0,103.0,-3.3918069209596174e-12
-115.0,104.0,-2.412074931830819e-12
-115.0,105.0,-8.676965188886812e-13
-115.0,106.0,4.341092013372171e-13
-115.0,107.0,1.1623019188954716e-12
-115.0,108.0,1.3582861460249303e-12
-115.0,109.0,1.0620143432241071e-12
-115.0,110.0,3.1343897099151586e-13
-115.0,111.0,-5.945655221478932e-13
-115.0,112.0,-9.633673236086356e-13
-115.0,113.0,-8.886463976427645e-13
-115.0,114.0,-5.182436533924844e-13
-114.0,-115.0,0.0
-114.0,-114.0,0.0
-114.0,-113.0,0.0
-114.0,-112.0,0.0
-114.0,-111.0,0.0
-114.0,-110.0,0.0
-114.0,-109.0,0.0
-114.0,-108.0,0.0
-114.0,-107.0,0.0
-114.0,-106.0,0.0
-114.0,-105.0,8.024932022446776e-12
-114.0,-104.0,1.8078001559253206e-11
-114.0,-103.0,1.5810004123130106e-11
-114.0,-102.0,1.2885562808776492e-11
-114.0,-101.0,7.728544311589251e-12
-114.0,-100.0,1.783664827772901e-11
-114.0,-99.0,4.2894850616773435e-11
-114.0,-98.0,5.1771701027409475e-11
-114.0,-97.0,2.3349077022126127e-11
-114.0,-96.0,7.836619460131226e-12
-114.0,-95.0,6.21833225667693e-11
-114.0,-94.0,1.274928605824672e-10
-114.0,-93.0,5.7206575113045096e-11
-114.0,-92.0,-2.0555599510453198e-10
-114.0,-91.0,-3.2641494147842166e-10
-114.0,-90.0,-4.1804245414475533e-11
-114.0,-89.0,-1.1623619981848022e-10
-114.0,-88.0,-1.7643757693893448e-10
-114.0,-87.0,-4.772929948924658e-10
-114.0,-86.0,-7.033207410957251e-10
-114.0,-85.0,-3.5740405405143306e-10
-114.0,-84.0,-3.0726138077721857e-10
-114.0,-83.0,-1.6633353054573941e-09
-114.0,-82.0,-2.372670423075255e-09
-114.0,-81.0,1.3072930510872155e-09
-114.0,-80.0,3.2132878705707443e-09
-114.0,-79.0,4.388974305187674e-09
-114.0,-78.0,2.411209349331085e-09
-114.0,-77.0,-7.430816449920766e-09
-114.0,-76.0,-1.496887155819139e-08
-114.0,-75.0,-1.636960595922182e-08
-114.0,-74.0,-8.75070725202127e-09
-114.0,-73.0,6.474135842491599e-09
-114.0,-72.0,5.6844954639501315e-08
-114.0,-71.0,7.802122974463817e-08
-114.0,-70.0,8.142396707827585e-08
-114.0,-69.0,6.379672023757981e-08
-114.0,-68.0,-7.553307011550856e-09
-114.0,-67.0,-1.4150740934910653e-07
-114.0,-66.0,-2.5378575169330593e-07
-114.0,-65.0,-2.8749769292574e-07
-114.0,-64.0,-2.3218454564416424e-07
-114.0,-63.0,2.682538021932842e-08
-114.0,-62.0,1.6645080315154575e-07
-114.0,-61.0,-4.270772999902377e-08
-114.0,-60.0,-4.3334296110666494e-07
-114.0,-59.0,-1.223614894979992e-06
-114.0,-58.0,-3.69752554794219e-06
-114.0,-57.0,-5.434936979329961e-06
-114.0,-56.0,-5.3534584708804865e-06
-114.0,-55.0,-4.870502793017681e-06
-114.0,-54.0,-3.604469610013949e-06
-114.0,-53.0,-2.3328433846112314e-06
-114.0,-52.0,-1.9305824554256677e-06
-114.0,-51.0,-1.9911429280967656e-06
-114.0,-50.0,-2.7270678627342304e-06
-114.0,-49.0,-7.322581491334508e-06
-114.0,-48.0,-1.3137002425842357e-05
-114.0,-47.0,-1.8375931029241572e-05
-114.0,-46.0,-2.2638088353475268e-05
-114.0,-45.0,-2.8427722494938064e-05
-114.0,-44.0,-2.939748869154624e-05
-114.0,-43.0,-2.7431675520316177e-05
-114.0,-42.0,-2.898054093057558e-05
-114.0,-41.0,-3.787339655457254e-05
-114.0,-40.0,-6.666618331566082e-05
-114.0,-39.0,-0.00011048936767805175
-114.0,-38.0,-0.00015768433906532674
-114.0,-37.0,-0.0001720792528010757
-114.0,-36.0,-0.00018311485488329245
-114.0,-35.0,-0.0001708212094229604
-114.0,-34.0,-0.00023391810405507495
-114.0,-33.0,-0.000272470873073424
-114.0,-32.0,-0.0002868837706495039
-114.0,-31.0,-0.0003031678652480909
-114.0,-30.0,-0.0003611618435601575
-114.0,-29.0,-0.0005433044872650568
-114.0,-28.0,-0.0007308144958247968
-114.0,-27.0,-0.0008969912451281531
-114.0,-26.0,-0.0012056899523802697
-114.0,-25.0,-0.0013828166592465285
-114.0,-24.0,-0.0007484606599274866
-114.0,-23.0,0.0008048343245489998
-114.0,-22.0,0.002103034140565126
-114.0,-21.0,0.0033570945113972923
-114.0,-20.0,0.009829563423733737
-114.0,-19.0,0.008517135982730606
-114.0,-18.0,0.005907813658697077
-114.0,-17.0,0.008157772430801069
-114.0,-16.0,0.018359682706863924
-114.0,-15.0,0.03513546819543185
-114.0,-14.0,0.04063723164700113
-114.0,-13.0,0.01932209491831693
-114.0,-12.0,-0.011676590794806891
-114.0,-11.0,-0.16128909498869026
-114.0,-10.0,-0.24911945671658944
-114.0,-9.0,-0.24196503167968975
-114.0,-8.0,-0.20430956663701882
-114.0,-7.0,-0.07846694367378422
-114.0,-6.0,0.1389895455245751
-114.0,-5.0,0.2596633063035293
-114.0,-4.0,0.36106981084870593
-114.0,-3.0,0.4470077624258502
-114.0,-2.0,0.5186732857728182
-114.0,-1.0,0.549420621741177
-114.0,0.0,0.5762709286821753
-114.0,1.0,0.6028806197906194
-114.0,2.0,0.5928685224086461
-114.0,3.0,0.46112562165442
-114.0,4.0,0.35240616089320687
-114.0,5.0,0.24186787008959706
-114.0,6.0,0.12844582362495466
-114.0,7.0,-0.05388535180288344
-114.0,8.0,-0.03611711183249909
-114.0,9.0,-0.03237777654042874
-114.0,10.0,-0.01665294413337315
-114.0,11.0,0.008005528888263717
-114.0,12.0,0.030309611709418753
-114.0,13.0,0.038469255807354275
-114.0,14.0,0.039826312195037294
-114.0,15.0,0.03546768647674949
-114.0,16.0,0.013182933231654672
-114.0,17.0,-0.00328673157053439
-114.0,18.0,-0.008181217128954896
-114.0,19.0,-0.009484075664752518
-114.0,20.0,-0.008253644498717827
-114.0,21.0,-0.0038774341014771213
-114.0,22.0,-0.000895030799059183
-114.0,23.0,0.0014230614506152161
-114.0,24.0,0.0019417478833988894
-114.0,25.0,0.0015793628202784011
-114.0,26.0,0.0009814056737546953
-114.0,27.0,-2.2496631082268785e-05
-114.0,28.0,-0.0004686805406596352
-114.0,29.0,-0.0005124611897168586
-114.0,30.0,-0.0003766376911973352
-114.0,31.0,-0.0002125628936331002
-114.0,32.0,-8.464860701436066e-05
-114.0,33.0,-7.530472051924363e-05
-114.0,34.0,-0.0001357595196713539
-114.0,35.0,-0.00019824710977779571
-114.0,36.0,-0.00016804297871233289
-114.0,37.0,-0.00015939836530769842
-114.0,38.0,-0.0001304330744287164
-114.0,39.0,-9.242953674482853e-05
-114.0,40.0,-6.66353508876518e-05
-114.0,41.0,-5.8796708679911606e-05
-114.0,42.0,-5.341060585223406e-05
-114.0,43.0,-4.656255872393501e-05
-114.0,44.0,-2.1547061936563878e-05
-114.0,45.0,-9.95967794276578e-06
-114.0,46.0,-6.822198452891542e-06
-114.0,47.0,-5.230391740760011e-06
-114.0,48.0,-4.050088597855386e-06
-114.0,49.0,-2.3500430170964428e-06
-114.0,50.0,-1.921914473541334e-06
-114.0,51.0,-2.0161538541122157e-06
-114.0,52.0,-1.8587438379326512e-06
-114.0,53.0,-1.667618486273248e-06
-114.0,54.0,-1.7342322544143782e-06
-114.0,55.0,-1.9569423159226088e-06
-114.0,56.0,-2.016579163923648e-06
-114.0,57.0,-1.9479132038548267e-06
-114.0,58.0,-1.15644425989809e-06
-114.0,59.0,-3.5814546285554644e-07
-114.0,60.0,-8.015152944908014e-08
-114.0,61.0,6.556207613861983e-08
-114.0,62.0,6.725774256689529e-08
-114.0,63.0,9.186015185333977e-09
-114.0,64.0,-3.2428429604176483e-08
-114.0,65.0,-5.891060488247355e-08
-114.0,66.0,-5.432575999487804e-08
-114.0,67.0,-2.5024451381601334e-08
-114.0,68.0,3.306022648760838e-09
-114.0,69.0,8.271087036745169e-09
-114.0,70.0,5.551069814537439e-09
-114.0,71.0,-1.5050295794958805e-09
-114.0,72.0,-5.506056972233117e-09
-114.0,73.0,-2.405431270264871e-09
-114.0,74.0,-4.095495395506936e-09
-114.0,75.0,-4.0605369014223465e-09
-114.0,76.0,-3.1277265686302676e-09
-114.0,77.0,-1.9048823763821337e-09
-114.0,78.0,-1.55710014458921e-09
-114.0,79.0,-1.530246115720543e-09
-114.0,80.0,-1.6199564529030093e-09
-114.0,81.0,-1.4892592000606992e-09
-114.0,82.0,-8.613438775436234e-10
-114.0,83.0,-6.318620708702775e-10
-114.0,84.0,-3.834530141470302e-10
-114.0,85.0,-2.261161964197831e-10
-114.0,86.0,-1.0690363217148552e-10
-114.0,87.0,-1.6125970825478146e-11
-114.0,88.0,-1.5030636469975697e-11
-114.0,89.0,-2.4990570566440535e-11
-114.0,90.0,-2.5981328004178672e-11
-114.0,91.0,-2.5296531029646544e-11
-114.0,92.0,-4.587824469769151e-11
-114.0,93.0,-5.6567706920840657e-11
-114.0,94.0,-6.385032281765434e-11
-114.0,95.0,-6.089245556588863e-11
-114.0,96.0,-1.520953165437999e-11
-114.0,97.0,-7.788466611071717e-13
-114.0,98.0,1.0502451812919426e-11
-114.0,99.0,1.2557940914108011e-11
-114.0,100.0,1.0092033581917315e-11
-114.0,101.0,5.70034108359058e-12
-114.0,102.0,3.27293427931232e-12
-114.0,103.0,3.0560143500664864e-12
-114.0,104.0,3.716159211114608e-12
-114.0,105.0,3.25540183612169e-12
-114.0,106.0,4.933057900082296e-12
-114.0,107.0,5.433900432342993e-12
-114.0,108.0,5.22814998900767e-12
-114.0,109.0,4.345580511605156e-12
-114.0,110.0,2.530947130881993e-12
-114.0,111.0,8.641707232209326e-13
-114.0,112.0,2.525353309780522e-13
-114.0,113.0,2.5343634210955816e-13
-114.0,114.0,6.221782162007888e-13
-113.0,-115.0,0.0
-113.0,-114.0,0.0
-113.0,-113.0,0.0
-113.0,-112.0,0.0
-113.0,-111.0,0.0
-113.0,-110.0,0.0
-113.0,-109.0,0.0
-113.0,-108.0,0.0
-113.0,-107.0,0.0
-113.0,-106.0,0.0
-113.0,-105.0,7.247281279369139e-12
-113.0,-104.0,3.499611811379187e-11
-113.0,-103.0,4.492591191453745e-11
-113.0,-102.0,3.6365317477438895e-11
-113.0,-101.0,2.1899582799674525e-11
-113.0,-100.0,2.4527373498530783e-11
-113.0,-99.0,4.378106310030126e-11
-113.0,-98.0,2.749993913713567e-11
-113.0,-97.0,6.181435321458052e-11
-113.0,-96.0,5.328804576321939e-11
-113.0,-95.0,7.869240263498986e-11
-113.0,-94.0,3.2645696467959294e-11
-113.0,-93.0,-1.8172940455066005e-10
-113.0,-92.0,-1.9100731797150628e-10
-113.0,-91.0,-4.069926415933214e-10
-113.0,-90.0,4.180941248051014e-10
-113.0,-89.0,9.152969142624974e-10
-113.0,-88.0,5.978649369478161e-10
-113.0,-87.0,-2.2467682845971627e-11
-113.0,-86.0,-4.3072734955248035e-10
-113.0,-85.0,-3.2534742230877245e-10
-113.0,-84.0,-1.7695290702825496e-09
-113.0,-83.0,-1.5720287364581414e-09
-113.0,-82.0,-1.9777559200171487e-09
-113.0,-81.0,3.6843660487073696e-09
-113.0,-80.0,9.969054267984096e-09
-113.0,-79.0,1.0343990068009443e-08
-113.0,-78.0,6.204034883739162e-09
-113.0,-77.0,-4.975824079912156e-09
-113.0,-76.0,-1.0992990247234152e-08
-113.0,-75.0,-9.68887490722584e-09
-113.0,-74.0,-4.979007158223115e-09
-113.0,-73.0,9.85075581569872e-09
-113.0,-72.0,6.807040728265603e-08
-113.0,-71.0,1.431618122262519e-07
-113.0,-70.0,1.3322810701771016e-07
-113.0,-69.0,9.512306296226777e-08
-113.0,-68.0,-4.183809896504173e-09
-113.0,-67.0,-1.6629594010672087e-07
-113.0,-66.0,-2.9796265612831427e-07
-113.0,-65.0,-3.5852793488845174e-07
-113.0,-64.0,-5.047014487116687e-07
-113.0,-63.0,-8.349207926359775e-08
-113.0,-62.0,5.302872770858524e-07
-113.0,-61.0,2.4253482647878847e-07
-113.0,-60.0,-5.01205791035192e-07
-113.0,-59.0,-1.6439243942638758e-06
-113.0,-58.0,-4.387337265876989e-06
-113.0,-57.0,-8.962639377630139e-06
-113.0,-56.0,-1.0116491271283348e-05
-113.0,-55.0,-8.867478420049896e-06
-113.0,-54.0,-6.18140759213989e-06
-113.0,-53.0,-3.725871185186569e-06
-113.0,-52.0,-2.866324556404555e-06
-113.0,-51.0,-2.19229612768569e-06
-113.0,-50.0,-5.174259252324413e-06
-113.0,-49.0,-1.2889353557107563e-05
-113.0,-48.0,-2.214184214303317e-05
-113.0,-47.0,-3.0545481908760265e-05
-113.0,-46.0,-4.00583125775961e-05
-113.0,-45.0,-5.433825906028227e-05
-113.0,-44.0,-5.173238993693471e-05
-113.0,-43.0,-4.8897613486236675e-05
-113.0,-42.0,-4.970343019900812e-05
-113.0,-41.0,-7.352616602282358e-05
-113.0,-40.0,-0.00011121985886563227
-113.0,-39.0,-0.00015006669500813342
-113.0,-38.0,-0.00022343849352071085
-113.0,-37.0,-0.0002889955810018214
-113.0,-36.0,-0.0003078238882930332
-113.0,-35.0,-0.000280483505179994
-113.0,-34.0,-0.00030266593286250673
-113.0,-33.0,-0.00042787728153408674
-113.0,-32.0,-0.0004985255622721903
-113.0,-31.0,-0.0005194106978217583
-113.0,-30.0,-0.0006089150750750537
-113.0,-29.0,-0.0008954684524185095
-113.0,-28.0,-0.0011810023996751864
-113.0,-27.0,-0.0016422181513857238
-113.0,-26.0,-0.002110719145086096
-113.0,-25.0,-0.0022924195538928404
-113.0,-24.0,-0.0027382920912453522
-113.0,-23.0,-0.0017087478562125855
-113.0,-22.0,0.0006535991779230435
-113.0,-21.0,0.003397824625636491
-113.0,-20.0,0.013526091745546311
-113.0,-19.0,0.02327247647107656
-113.0,-18.0,0.02292876296337174
-113.0,-17.0,0.020666649586187368
-113.0,-16.0,0.024354673937214556
-113.0,-15.0,0.03284541328897478
-113.0,-14.0,0.02077148783804839
-113.0,-13.0,0.005653480523099299
-113.0,-12.0,0.008369322433608065
-113.0,-11.0,-0.14871286245191334
-113.0,-10.0,-0.41541860579453604
-113.0,-9.0,-0.4641294657706846
-113.0,-8.0,-0.3904194838502023
-113.0,-7.0,-0.17601480782993464
-113.0,-6.0,0.21389603368201407
-113.0,-5.0,0.5305163778088666
-113.0,-4.0,0.7268494746058518
-113.0,-3.0,0.9218691336682995
-113.0,-2.0,1.0842047673642277
-113.0,-1.0,1.1744212844210087
-113.0,0.0,1.2498195870691666
-113.0,1.0,1.3087998463622643
-113.0,2.0,1.1915587424086322
-113.0,3.0,0.9369239316119428
-113.0,4.0,0.7110685097639466
-113.0,5.0,0.502899156564318
-113.0,6.0,0.1775690268130801
-113.0,7.0,-0.13667920775658504
-113.0,8.0,-0.1531312426814986
-113.0,9.0,-0.03987382401506818
-113.0,10.0,-0.012933264268737489
-113.0,11.0,0.01982882873722351
-113.0,12.0,0.050980025480961026
-113.0,13.0,0.06644113284699671
-113.0,14.0,0.06925972348900669
-113.0,15.0,0.049743551598563106
-113.0,16.0,0.010448091611193368
-113.0,17.0,-0.007318481577623792
-113.0,18.0,-0.013567650322622585
-113.0,19.0,-0.014679069136481177
-113.0,20.0,-0.01034353395890366
-113.0,21.0,-0.0059821057172236135
-113.0,22.0,-0.004776559704814517
-113.0,23.0,-0.0009528815015349485
-113.0,24.0,0.0012997869311747753
-113.0,25.0,0.0018482372683696674
-113.0,26.0,0.001902503318415118
-113.0,27.0,0.0010470544800835699
-113.0,28.0,-4.935264485651187e-06
-113.0,29.0,-0.00042748016496389085
-113.0,30.0,-0.0005013752868414274
-113.0,31.0,-0.0004895653146257426
-113.0,32.0,-0.0002810063935417928
-113.0,33.0,-0.00024438547457020026
-113.0,34.0,-0.00030652968081958717
-113.0,35.0,-0.00036206858083263915
-113.0,36.0,-0.00031550408250925657
-113.0,37.0,-0.00023374984846829267
-113.0,38.0,-0.00020384381644695545
-113.0,39.0,-0.00014869847012560224
-113.0,40.0,-0.00011466823227559121
-113.0,41.0,-0.00010471557878353323
-113.0,42.0,-9.285685345254714e-05
-113.0,43.0,-5.45610285284765e-05
-113.0,44.0,-2.2939343653368744e-05
-113.0,45.0,-1.3459713407828956e-05
-113.0,46.0,-1.0478011448368848e-05
-113.0,47.0,-8.438623137000282e-06
-113.0,48.0,-6.33986569289759e-06
-113.0,49.0,-3.5881784107312106e-06
-113.0,50.0,-2.783074107102004e-06
-113.0,51.0,-2.5464641817910594e-06
-113.0,52.0,-2.8361536594117687e-06
-113.0,53.0,-2.6818975042188445e-06
-113.0,54.0,-2.9738910884360855e-06
-113.0,55.0,-3.522018071981765e-06
-113.0,56.0,-3.695229324789553e-06
-113.0,57.0,-2.8999895375376235e-06
-113.0,58.0,-1.2338584732675353e-06
-113.0,59.0,-4.904442294398673e-07
-113.0,60.0,-3.366991516976028e-07
-113.0,61.0,-1.1792170903254042e-07
-113.0,62.0,-1.2336994725038075e-08
-113.0,63.0,-2.2295330675882775e-08
-113.0,64.0,-4.6776321734175754e-08
-113.0,65.0,-3.0389717507124107e-08
-113.0,66.0,-3.351969599549219e-08
-113.0,67.0,-1.1528681908916074e-08
-113.0,68.0,6.8634731305325295e-09
-113.0,69.0,1.2555045486661558e-09
-113.0,70.0,-8.027217576528134e-09
-113.0,71.0,-1.5618819160557607e-08
-113.0,72.0,-7.794010502734989e-09
-113.0,73.0,-2.2036165902268226e-09
-113.0,74.0,-3.618695518001245e-09
-113.0,75.0,-4.8945812425513145e-09
-113.0,76.0,-4.142843086285277e-09
-113.0,77.0,-2.9120717131813468e-09
-113.0,78.0,-2.8361514067547982e-09
-113.0,79.0,-3.0483250399544337e-09
-113.0,80.0,-2.901911640617874e-09
-113.0,81.0,-1.9594175283095553e-09
-113.0,82.0,-1.3575106752822892e-09
-113.0,83.0,-1.3890697815894113e-09
-113.0,84.0,-8.293912082472864e-10
-113.0,85.0,-4.875321795597847e-10
-113.0,86.0,-2.278131341698465e-10
-113.0,87.0,-3.050188260567592e-11
-113.0,88.0,3.666787708146355e-11
-113.0,89.0,1.0025245316800075e-11
-113.0,90.0,-1.0495725863100503e-11
-113.0,91.0,-3.081976532593917e-11
-113.0,92.0,-8.124841988733637e-11
-113.0,93.0,-1.1358089222951709e-10
-113.0,94.0,-1.2690737842531983e-10
-113.0,95.0,-8.707332765706853e-11
-113.0,96.0,-1.019871495742429e-11
-113.0,97.0,7.746552445625304e-12
-113.0,98.0,6.2642331597965606e-12
-113.0,99.0,1.542765115445915e-11
-113.0,100.0,1.4889374351766614e-11
-113.0,101.0,1.0552856390160142e-11
-113.0,102.0,8.054299534789348e-12
-113.0,103.0,7.607356958286496e-12
-113.0,104.0,5.182750499492965e-12
-113.0,105.0,5.722336915752234e-12
-113.0,106.0,8.013873150090705e-12
